,tradeDate,Name,Commercial_NetPosition,CommercialLongPosition,CommercialShortPosition,ManagedMoney_NetPosition,ManagedMoney_LongPosition,ManagedMoney_ShortPosition
0,2010-01-04,CL,,,,,,
1,2010-01-05,CL,-304987.0,432717.0,737704.0,205857.0,332739.0,126882.0
2,2010-01-06,CL,,,,,,
3,2010-01-07,CL,,,,,,
4,2010-01-08,CL,,,,,,
5,2010-01-11,CL,,,,,,
6,2010-01-12,CL,-297279.0,451398.0,748677.0,226565.0,351626.0,125061.0
7,2010-01-13,CL,,,,,,
8,2010-01-14,CL,,,,,,
9,2010-01-15,CL,,,,,,
10,2010-01-19,CL,-293494.0,450889.0,744383.0,221515.0,340984.0,119469.0
11,2010-01-20,CL,,,,,,
12,2010-01-21,CL,,,,,,
13,2010-01-22,CL,,,,,,
14,2010-01-25,CL,,,,,,
15,2010-01-26,CL,-269564.0,464487.0,734051.0,179075.0,299248.0,120173.0
16,2010-01-27,CL,,,,,,
17,2010-01-28,CL,,,,,,
18,2010-01-29,CL,,,,,,
19,2010-02-01,CL,,,,,,
20,2010-02-02,CL,-265706.0,462333.0,728039.0,170175.0,292650.0,122475.0
21,2010-02-03,CL,,,,,,
22,2010-02-04,CL,,,,,,
23,2010-02-05,CL,,,,,,
24,2010-02-08,CL,,,,,,
25,2010-02-09,CL,-259159.0,464307.0,723466.0,140235.0,273595.0,133360.0
26,2010-02-10,CL,,,,,,
27,2010-02-11,CL,,,,,,
28,2010-02-12,CL,,,,,,
29,2010-02-16,CL,-269105.0,465648.0,734753.0,161279.0,287219.0,125940.0
30,2010-02-17,CL,,,,,,
31,2010-02-18,CL,,,,,,
32,2010-02-19,CL,,,,,,
33,2010-02-22,CL,,,,,,
34,2010-02-23,CL,-273271.0,428423.0,701694.0,178816.0,301558.0,122742.0
35,2010-02-24,CL,,,,,,
36,2010-02-25,CL,,,,,,
37,2010-02-26,CL,,,,,,
38,2010-03-01,CL,,,,,,
39,2010-03-02,CL,-271608.0,447865.0,719473.0,191876.0,310808.0,118932.0
40,2010-03-03,CL,,,,,,
41,2010-03-04,CL,,,,,,
42,2010-03-05,CL,,,,,,
43,2010-03-08,CL,,,,,,
44,2010-03-09,CL,-275217.0,483297.0,758514.0,205427.0,323154.0,117727.0
45,2010-03-10,CL,,,,,,
46,2010-03-11,CL,,,,,,
47,2010-03-12,CL,,,,,,
48,2010-03-15,CL,,,,,,
49,2010-03-16,CL,-279178.0,506971.0,786149.0,214903.0,329506.0,114603.0
50,2010-03-17,CL,,,,,,
51,2010-03-18,CL,,,,,,
52,2010-03-19,CL,,,,,,
53,2010-03-22,CL,,,,,,
54,2010-03-23,CL,-290507.0,452259.0,742766.0,203148.0,319763.0,116615.0
55,2010-03-24,CL,,,,,,
56,2010-03-25,CL,,,,,,
57,2010-03-26,CL,,,,,,
58,2010-03-29,CL,,,,,,
59,2010-03-30,CL,-304463.0,457516.0,761979.0,213232.0,325544.0,112312.0
60,2010-03-31,CL,,,,,,
61,2010-04-01,CL,,,,,,
62,2010-04-05,CL,,,,,,
63,2010-04-06,CL,-298655.0,476251.0,774906.0,233648.0,363591.0,129943.0
64,2010-04-07,CL,,,,,,
65,2010-04-08,CL,,,,,,
66,2010-04-09,CL,,,,,,
67,2010-04-12,CL,,,,,,
68,2010-04-13,CL,-307164.0,536220.0,843384.0,233576.0,353789.0,120213.0
69,2010-04-14,CL,,,,,,
70,2010-04-15,CL,,,,,,
71,2010-04-16,CL,,,,,,
72,2010-04-19,CL,,,,,,
73,2010-04-20,CL,-315658.0,533886.0,849544.0,229320.0,338076.0,108756.0
74,2010-04-21,CL,,,,,,
75,2010-04-22,CL,,,,,,
76,2010-04-23,CL,,,,,,
77,2010-04-26,CL,,,,,,
78,2010-04-27,CL,-296370.0,560971.0,857341.0,209975.0,322670.0,112695.0
79,2010-04-28,CL,,,,,,
80,2010-04-29,CL,,,,,,
81,2010-04-30,CL,,,,,,
82,2010-05-03,CL,,,,,,
83,2010-05-04,CL,-292244.0,584333.0,876577.0,213850.0,337116.0,123266.0
84,2010-05-05,CL,,,,,,
85,2010-05-06,CL,,,,,,
86,2010-05-07,CL,,,,,,
87,2010-05-10,CL,,,,,,
88,2010-05-11,CL,-304459.0,563709.0,868168.0,188977.0,323773.0,134796.0
89,2010-05-12,CL,,,,,,
90,2010-05-13,CL,,,,,,
91,2010-05-14,CL,,,,,,
92,2010-05-17,CL,,,,,,
93,2010-05-18,CL,-284490.0,484685.0,769175.0,154871.0,324581.0,169710.0
94,2010-05-19,CL,,,,,,
95,2010-05-20,CL,,,,,,
96,2010-05-21,CL,,,,,,
97,2010-05-24,CL,,,,,,
98,2010-05-25,CL,-286845.0,491965.0,778810.0,138493.0,306421.0,167928.0
99,2010-05-26,CL,,,,,,
100,2010-05-27,CL,,,,,,
101,2010-05-28,CL,,,,,,
102,2010-06-01,CL,-280523.0,482719.0,763242.0,134927.0,312986.0,178059.0
103,2010-06-02,CL,,,,,,
104,2010-06-03,CL,,,,,,
105,2010-06-04,CL,,,,,,
106,2010-06-07,CL,,,,,,
107,2010-06-08,CL,-276163.0,460813.0,736976.0,131829.0,304871.0,173042.0
108,2010-06-09,CL,,,,,,
109,2010-06-10,CL,,,,,,
110,2010-06-11,CL,,,,,,
111,2010-06-14,CL,,,,,,
112,2010-06-15,CL,-272513.0,475671.0,748184.0,155640.0,310919.0,155279.0
113,2010-06-16,CL,,,,,,
114,2010-06-17,CL,,,,,,
115,2010-06-18,CL,,,,,,
116,2010-06-21,CL,,,,,,
117,2010-06-22,CL,-246930.0,470363.0,717293.0,134536.0,294302.0,159766.0
118,2010-06-23,CL,,,,,,
119,2010-06-24,CL,,,,,,
120,2010-06-25,CL,,,,,,
121,2010-06-28,CL,,,,,,
122,2010-06-29,CL,-244400.0,459020.0,703420.0,121794.0,285565.0,163771.0
123,2010-06-30,CL,,,,,,
124,2010-07-01,CL,,,,,,
125,2010-07-02,CL,,,,,,
126,2010-07-06,CL,-225375.0,455662.0,681037.0,100633.0,277403.0,176770.0
127,2010-07-07,CL,,,,,,
128,2010-07-08,CL,,,,,,
129,2010-07-09,CL,,,,,,
130,2010-07-12,CL,,,,,,
131,2010-07-13,CL,-243055.0,469458.0,712513.0,136176.0,292127.0,155951.0
132,2010-07-14,CL,,,,,,
133,2010-07-15,CL,,,,,,
134,2010-07-16,CL,,,,,,
135,2010-07-19,CL,,,,,,
136,2010-07-20,CL,-244543.0,426371.0,670914.0,135267.0,287702.0,152435.0
137,2010-07-21,CL,,,,,,
138,2010-07-22,CL,,,,,,
139,2010-07-23,CL,,,,,,
140,2010-07-26,CL,,,,,,
141,2010-07-27,CL,-257516.0,438249.0,695765.0,155688.0,300010.0,144322.0
142,2010-07-28,CL,,,,,,
143,2010-07-29,CL,,,,,,
144,2010-07-30,CL,,,,,,
145,2010-08-02,CL,,,,,,
146,2010-08-03,CL,-257665.0,442956.0,700621.0,174824.0,323849.0,149025.0
147,2010-08-04,CL,,,,,,
148,2010-08-05,CL,,,,,,
149,2010-08-06,CL,,,,,,
150,2010-08-09,CL,,,,,,
151,2010-08-10,CL,-257529.0,475012.0,732541.0,178481.0,314214.0,135733.0
152,2010-08-11,CL,,,,,,
153,2010-08-12,CL,,,,,,
154,2010-08-13,CL,,,,,,
155,2010-08-16,CL,,,,,,
156,2010-08-17,CL,-254498.0,461267.0,715765.0,168058.0,315311.0,147253.0
157,2010-08-18,CL,,,,,,
158,2010-08-19,CL,,,,,,
159,2010-08-20,CL,,,,,,
160,2010-08-23,CL,,,,,,
161,2010-08-24,CL,-255289.0,424196.0,679485.0,140928.0,325160.0,184232.0
162,2010-08-25,CL,,,,,,
163,2010-08-26,CL,,,,,,
164,2010-08-27,CL,,,,,,
165,2010-08-30,CL,,,,,,
166,2010-08-31,CL,-248134.0,454714.0,702848.0,136539.0,344325.0,207786.0
167,2010-09-01,CL,,,,,,
168,2010-09-02,CL,,,,,,
169,2010-09-03,CL,,,,,,
170,2010-09-07,CL,-248359.0,516450.0,764809.0,139601.0,344192.0,204591.0
171,2010-09-08,CL,,,,,,
172,2010-09-09,CL,,,,,,
173,2010-09-10,CL,,,,,,
174,2010-09-13,CL,,,,,,
175,2010-09-14,CL,-258491.0,503489.0,761980.0,178854.0,352399.0,173545.0
176,2010-09-15,CL,,,,,,
177,2010-09-16,CL,,,,,,
178,2010-09-17,CL,,,,,,
179,2010-09-20,CL,,,,,,
180,2010-09-21,CL,-240424.0,462455.0,702879.0,165652.0,346747.0,181095.0
181,2010-09-22,CL,,,,,,
182,2010-09-23,CL,,,,,,
183,2010-09-24,CL,,,,,,
184,2010-09-27,CL,,,,,,
185,2010-09-28,CL,-234800.0,484777.0,719577.0,175284.0,347492.0,172208.0
186,2010-09-29,CL,,,,,,
187,2010-09-30,CL,,,,,,
188,2010-10-01,CL,,,,,,
189,2010-10-04,CL,,,,,,
190,2010-10-05,CL,-224100.0,513503.0,737603.0,216692.0,378891.0,162199.0
191,2010-10-06,CL,,,,,,
192,2010-10-07,CL,,,,,,
193,2010-10-08,CL,,,,,,
194,2010-10-11,CL,,,,,,
195,2010-10-12,CL,-214410.0,561922.0,776332.0,232795.0,389125.0,156330.0
196,2010-10-13,CL,,,,,,
197,2010-10-14,CL,,,,,,
198,2010-10-15,CL,,,,,,
199,2010-10-18,CL,,,,,,
200,2010-10-19,CL,-199277.0,552767.0,752044.0,221820.0,379944.0,158124.0
201,2010-10-20,CL,,,,,,
202,2010-10-21,CL,,,,,,
203,2010-10-22,CL,,,,,,
204,2010-10-25,CL,,,,,,
205,2010-10-26,CL,-209760.0,523257.0,733017.0,234991.0,389742.0,154751.0
206,2010-10-27,CL,,,,,,
207,2010-10-28,CL,,,,,,
208,2010-10-29,CL,,,,,,
209,2010-11-01,CL,,,,,,
210,2010-11-02,CL,-212774.0,527828.0,740602.0,248200.0,415345.0,167145.0
211,2010-11-03,CL,,,,,,
212,2010-11-04,CL,,,,,,
213,2010-11-05,CL,,,,,,
214,2010-11-08,CL,,,,,,
215,2010-11-09,CL,-223464.0,555593.0,779057.0,263411.0,431937.0,168526.0
216,2010-11-10,CL,,,,,,
217,2010-11-11,CL,,,,,,
218,2010-11-12,CL,,,,,,
219,2010-11-15,CL,,,,,,
220,2010-11-16,CL,-194987.0,507502.0,702489.0,236051.0,384307.0,148256.0
221,2010-11-17,CL,,,,,,
222,2010-11-18,CL,,,,,,
223,2010-11-19,CL,,,,,,
224,2010-11-22,CL,,,,,,
225,2010-11-23,CL,-173050.0,480592.0,653642.0,204407.0,367880.0,163473.0
226,2010-11-24,CL,,,,,,
227,2010-11-26,CL,,,,,,
228,2010-11-29,CL,,,,,,
229,2010-11-30,CL,-181497.0,481816.0,663313.0,228530.0,366034.0,137504.0
230,2010-12-01,CL,,,,,,
231,2010-12-02,CL,,,,,,
232,2010-12-03,CL,,,,,,
233,2010-12-06,CL,,,,,,
234,2010-12-07,CL,-211492.0,510504.0,721996.0,267852.0,406066.0,138214.0
235,2010-12-08,CL,,,,,,
236,2010-12-09,CL,,,,,,
237,2010-12-10,CL,,,,,,
238,2010-12-13,CL,,,,,,
239,2010-12-14,CL,-235353.0,480740.0,716093.0,265341.0,403032.0,137691.0
240,2010-12-15,CL,,,,,,
241,2010-12-16,CL,,,,,,
242,2010-12-17,CL,,,,,,
243,2010-12-20,CL,,,,,,
244,2010-12-21,CL,-240503.0,489093.0,729596.0,267439.0,407334.0,139895.0
245,2010-12-22,CL,,,,,,
246,2010-12-23,CL,,,,,,
247,2010-12-27,CL,,,,,,
248,2010-12-28,CL,-257542.0,505126.0,762668.0,281758.0,429404.0,147646.0
249,2010-12-29,CL,,,,,,
250,2010-12-30,CL,,,,,,
251,2010-12-31,CL,,,,,,
252,2011-01-03,CL,,,,,,
253,2011-01-04,CL,-248201.0,526896.0,775097.0,269216.0,428388.0,159172.0
254,2011-01-05,CL,,,,,,
255,2011-01-06,CL,,,,,,
256,2011-01-07,CL,,,,,,
257,2011-01-10,CL,,,,,,
258,2011-01-11,CL,-245883.0,552733.0,798616.0,267620.0,419680.0,152060.0
259,2011-01-12,CL,,,,,,
260,2011-01-13,CL,,,,,,
261,2011-01-14,CL,,,,,,
262,2011-01-18,CL,-247158.0,572320.0,819478.0,266392.0,406349.0,139957.0
263,2011-01-19,CL,,,,,,
264,2011-01-20,CL,,,,,,
265,2011-01-21,CL,,,,,,
266,2011-01-24,CL,,,,,,
267,2011-01-25,CL,-238571.0,594359.0,832930.0,242622.0,372312.0,129690.0
268,2011-01-26,CL,,,,,,
269,2011-01-27,CL,,,,,,
270,2011-01-28,CL,,,,,,
271,2011-01-31,CL,,,,,,
272,2011-02-01,CL,-278330.0,603422.0,881752.0,270514.0,406720.0,136206.0
273,2011-02-02,CL,,,,,,
274,2011-02-03,CL,,,,,,
275,2011-02-04,CL,,,,,,
276,2011-02-07,CL,,,,,,
277,2011-02-08,CL,-279080.0,614071.0,893151.0,277878.0,402833.0,124955.0
278,2011-02-09,CL,,,,,,
279,2011-02-10,CL,,,,,,
280,2011-02-11,CL,,,,,,
281,2011-02-14,CL,,,,,,
282,2011-02-15,CL,-279573.0,602413.0,881986.0,270735.0,396138.0,125403.0
283,2011-02-16,CL,,,,,,
284,2011-02-17,CL,,,,,,
285,2011-02-18,CL,,,,,,
286,2011-02-22,CL,-288019.0,570484.0,858503.0,312005.0,433351.0,121346.0
287,2011-02-23,CL,,,,,,
288,2011-02-24,CL,,,,,,
289,2011-02-25,CL,,,,,,
290,2011-02-28,CL,,,,,,
291,2011-03-01,CL,-300570.0,569218.0,869788.0,361344.0,481227.0,119883.0
292,2011-03-02,CL,,,,,,
293,2011-03-03,CL,,,,,,
294,2011-03-04,CL,,,,,,
295,2011-03-07,CL,,,,,,
296,2011-03-08,CL,-286832.0,570540.0,857372.0,367784.0,487790.0,120006.0
297,2011-03-09,CL,,,,,,
298,2011-03-10,CL,,,,,,
299,2011-03-11,CL,,,,,,
300,2011-03-14,CL,,,,,,
301,2011-03-15,CL,-276134.0,549622.0,825756.0,347817.0,459387.0,111570.0
302,2011-03-16,CL,,,,,,
303,2011-03-17,CL,,,,,,
304,2011-03-18,CL,,,,,,
305,2011-03-21,CL,,,,,,
306,2011-03-22,CL,-279219.0,518942.0,798161.0,349276.0,462136.0,112860.0
307,2011-03-23,CL,,,,,,
308,2011-03-24,CL,,,,,,
309,2011-03-25,CL,,,,,,
310,2011-03-28,CL,,,,,,
311,2011-03-29,CL,-272279.0,524765.0,797044.0,351868.0,467580.0,115712.0
312,2011-03-30,CL,,,,,,
313,2011-03-31,CL,,,,,,
314,2011-04-01,CL,,,,,,
315,2011-04-04,CL,,,,,,
316,2011-04-05,CL,-264468.0,541475.0,805943.0,366998.0,486036.0,119038.0
317,2011-04-06,CL,,,,,,
318,2011-04-07,CL,,,,,,
319,2011-04-08,CL,,,,,,
320,2011-04-11,CL,,,,,,
321,2011-04-12,CL,-254622.0,542790.0,797412.0,353644.0,470315.0,116671.0
322,2011-04-13,CL,,,,,,
323,2011-04-14,CL,,,,,,
324,2011-04-15,CL,,,,,,
325,2011-04-18,CL,,,,,,
326,2011-04-19,CL,-277426.0,515046.0,792472.0,374407.0,486511.0,112104.0
327,2011-04-20,CL,,,,,,
328,2011-04-21,CL,,,,,,
329,2011-04-25,CL,,,,,,
330,2011-04-26,CL,-266499.0,535295.0,801794.0,380164.0,490724.0,110560.0
331,2011-04-27,CL,,,,,,
332,2011-04-28,CL,,,,,,
333,2011-04-29,CL,,,,,,
334,2011-05-02,CL,,,,,,
335,2011-05-03,CL,-262753.0,562935.0,825688.0,364260.0,481233.0,116973.0
336,2011-05-04,CL,,,,,,
337,2011-05-05,CL,,,,,,
338,2011-05-06,CL,,,,,,
339,2011-05-09,CL,,,,,,
340,2011-05-10,CL,-243357.0,569633.0,812990.0,315432.0,444092.0,128660.0
341,2011-05-11,CL,,,,,,
342,2011-05-12,CL,,,,,,
343,2011-05-13,CL,,,,,,
344,2011-05-16,CL,,,,,,
345,2011-05-17,CL,-233662.0,526713.0,760375.0,293066.0,405545.0,112479.0
346,2011-05-18,CL,,,,,,
347,2011-05-19,CL,,,,,,
348,2011-05-20,CL,,,,,,
349,2011-05-23,CL,,,,,,
350,2011-05-24,CL,-239529.0,490138.0,729667.0,303268.0,413189.0,109921.0
351,2011-05-25,CL,,,,,,
352,2011-05-26,CL,,,,,,
353,2011-05-27,CL,,,,,,
354,2011-05-31,CL,-231836.0,485673.0,717509.0,307088.0,421110.0,114022.0
355,2011-06-01,CL,,,,,,
356,2011-06-02,CL,,,,,,
357,2011-06-03,CL,,,,,,
358,2011-06-06,CL,,,,,,
359,2011-06-07,CL,-206729.0,503912.0,710641.0,268511.0,404437.0,135926.0
360,2011-06-08,CL,,,,,,
361,2011-06-09,CL,,,,,,
362,2011-06-10,CL,,,,,,
363,2011-06-13,CL,,,,,,
364,2011-06-14,CL,-205575.0,513721.0,719296.0,273760.0,412488.0,138728.0
365,2011-06-15,CL,,,,,,
366,2011-06-16,CL,,,,,,
367,2011-06-17,CL,,,,,,
368,2011-06-20,CL,,,,,,
369,2011-06-21,CL,-205337.0,489106.0,694443.0,241009.0,386463.0,145454.0
370,2011-06-22,CL,,,,,,
371,2011-06-23,CL,,,,,,
372,2011-06-24,CL,,,,,,
373,2011-06-27,CL,,,,,,
374,2011-06-28,CL,-199321.0,493398.0,692719.0,215309.0,377920.0,162611.0
375,2011-06-29,CL,,,,,,
376,2011-06-30,CL,,,,,,
377,2011-07-01,CL,,,,,,
378,2011-07-05,CL,-193659.0,507434.0,701093.0,226234.0,385745.0,159511.0
379,2011-07-06,CL,,,,,,
380,2011-07-07,CL,,,,,,
381,2011-07-08,CL,,,,,,
382,2011-07-11,CL,,,,,,
383,2011-07-12,CL,-186588.0,521778.0,708366.0,230714.0,387608.0,156894.0
384,2011-07-13,CL,,,,,,
385,2011-07-14,CL,,,,,,
386,2011-07-15,CL,,,,,,
387,2011-07-18,CL,,,,,,
388,2011-07-19,CL,-203915.0,490454.0,694369.0,241810.0,394268.0,152458.0
389,2011-07-20,CL,,,,,,
390,2011-07-21,CL,,,,,,
391,2011-07-22,CL,,,,,,
392,2011-07-25,CL,,,,,,
393,2011-07-26,CL,-215375.0,494703.0,710078.0,258243.0,410403.0,152160.0
394,2011-07-27,CL,,,,,,
395,2011-07-28,CL,,,,,,
396,2011-07-29,CL,,,,,,
397,2011-08-01,CL,,,,,,
398,2011-08-02,CL,-200489.0,509556.0,710045.0,233954.0,392172.0,158218.0
399,2011-08-03,CL,,,,,,
400,2011-08-04,CL,,,,,,
401,2011-08-05,CL,,,,,,
402,2011-08-08,CL,,,,,,
403,2011-08-09,CL,-198750.0,540244.0,738994.0,200558.0,367592.0,167034.0
404,2011-08-10,CL,,,,,,
405,2011-08-11,CL,,,,,,
406,2011-08-12,CL,,,,,,
407,2011-08-15,CL,,,,,,
408,2011-08-16,CL,-199636.0,528213.0,727849.0,213366.0,369416.0,156050.0
409,2011-08-17,CL,,,,,,
410,2011-08-18,CL,,,,,,
411,2011-08-19,CL,,,,,,
412,2011-08-22,CL,,,,,,
413,2011-08-23,CL,-203930.0,505506.0,709436.0,211467.0,370340.0,158873.0
414,2011-08-24,CL,,,,,,
415,2011-08-25,CL,,,,,,
416,2011-08-26,CL,,,,,,
417,2011-08-29,CL,,,,,,
418,2011-08-30,CL,-201484.0,522924.0,724408.0,233490.0,370194.0,136704.0
419,2011-08-31,CL,,,,,,
420,2011-09-01,CL,,,,,,
421,2011-09-02,CL,,,,,,
422,2011-09-06,CL,-191273.0,535938.0,727211.0,228245.0,385349.0,157104.0
423,2011-09-07,CL,,,,,,
424,2011-09-08,CL,,,,,,
425,2011-09-09,CL,,,,,,
426,2011-09-12,CL,,,,,,
427,2011-09-13,CL,-184454.0,531847.0,716301.0,245715.0,375285.0,129570.0
428,2011-09-14,CL,,,,,,
429,2011-09-15,CL,,,,,,
430,2011-09-16,CL,,,,,,
431,2011-09-19,CL,,,,,,
432,2011-09-20,CL,-181252.0,479558.0,660810.0,238021.0,372608.0,134587.0
433,2011-09-21,CL,,,,,,
434,2011-09-22,CL,,,,,,
435,2011-09-23,CL,,,,,,
436,2011-09-26,CL,,,,,,
437,2011-09-27,CL,-174120.0,477189.0,651309.0,221288.0,366286.0,144998.0
438,2011-09-28,CL,,,,,,
439,2011-09-29,CL,,,,,,
440,2011-09-30,CL,,,,,,
441,2011-10-03,CL,,,,,,
442,2011-10-04,CL,-155822.0,521912.0,677734.0,205163.0,367923.0,162760.0
443,2011-10-05,CL,,,,,,
444,2011-10-06,CL,,,,,,
445,2011-10-07,CL,,,,,,
446,2011-10-10,CL,,,,,,
447,2011-10-11,CL,-160832.0,525234.0,686066.0,227072.0,357724.0,130652.0
448,2011-10-12,CL,,,,,,
449,2011-10-13,CL,,,,,,
450,2011-10-14,CL,,,,,,
451,2011-10-17,CL,,,,,,
452,2011-10-18,CL,-166629.0,513873.0,680502.0,239482.0,367216.0,127734.0
453,2011-10-19,CL,,,,,,
454,2011-10-20,CL,,,,,,
455,2011-10-21,CL,,,,,,
456,2011-10-24,CL,,,,,,
457,2011-10-25,CL,-169421.0,461777.0,631198.0,255995.0,386594.0,130599.0
458,2011-10-26,CL,,,,,,
459,2011-10-27,CL,,,,,,
460,2011-10-28,CL,,,,,,
461,2011-10-31,CL,,,,,,
462,2011-11-01,CL,-151743.0,460657.0,612400.0,240182.0,368623.0,128441.0
463,2011-11-02,CL,,,,,,
464,2011-11-03,CL,,,,,,
465,2011-11-04,CL,,,,,,
466,2011-11-07,CL,,,,,,
467,2011-11-08,CL,-152125.0,469578.0,621703.0,252467.0,379900.0,127433.0
468,2011-11-09,CL,,,,,,
469,2011-11-10,CL,,,,,,
470,2011-11-11,CL,,,,,,
471,2011-11-14,CL,,,,,,
472,2011-11-15,CL,-173049.0,375673.0,548722.0,259703.0,389226.0,129523.0
473,2011-11-16,CL,,,,,,
474,2011-11-17,CL,,,,,,
475,2011-11-18,CL,,,,,,
476,2011-11-21,CL,,,,,,
477,2011-11-22,CL,-142537.0,370189.0,512726.0,243685.0,374937.0,131252.0
478,2011-11-23,CL,,,,,,
479,2011-11-25,CL,,,,,,
480,2011-11-28,CL,,,,,,
481,2011-11-29,CL,-144209.0,380466.0,524675.0,244505.0,369119.0,124614.0
482,2011-11-30,CL,,,,,,
483,2011-12-01,CL,,,,,,
484,2011-12-02,CL,,,,,,
485,2011-12-05,CL,,,,,,
486,2011-12-06,CL,-135728.0,390253.0,525981.0,250319.0,368692.0,118373.0
487,2011-12-07,CL,,,,,,
488,2011-12-08,CL,,,,,,
489,2011-12-09,CL,,,,,,
490,2011-12-12,CL,,,,,,
491,2011-12-13,CL,-128249.0,394879.0,523128.0,251282.0,373326.0,122044.0
492,2011-12-14,CL,,,,,,
493,2011-12-15,CL,,,,,,
494,2011-12-16,CL,,,,,,
495,2011-12-19,CL,,,,,,
496,2011-12-20,CL,-117127.0,375982.0,493109.0,230482.0,355593.0,125111.0
497,2011-12-21,CL,,,,,,
498,2011-12-22,CL,,,,,,
499,2011-12-23,CL,,,,,,
500,2011-12-27,CL,-116656.0,377020.0,493676.0,238439.0,368691.0,130252.0
501,2011-12-28,CL,,,,,,
502,2011-12-29,CL,,,,,,
503,2011-12-30,CL,,,,,,
504,2012-01-03,CL,-110271.0,395394.0,505665.0,248197.0,381878.0,133681.0
505,2012-01-04,CL,,,,,,
506,2012-01-05,CL,,,,,,
507,2012-01-06,CL,,,,,,
508,2012-01-09,CL,,,,,,
509,2012-01-10,CL,-94165.0,424248.0,518413.0,255744.0,386360.0,130616.0
510,2012-01-11,CL,,,,,,
511,2012-01-12,CL,,,,,,
512,2012-01-13,CL,,,,,,
513,2012-01-17,CL,-80002.0,407244.0,487246.0,262879.0,398370.0,135491.0
514,2012-01-18,CL,,,,,,
515,2012-01-19,CL,,,,,,
516,2012-01-20,CL,,,,,,
517,2012-01-23,CL,,,,,,
518,2012-01-24,CL,-85990.0,390497.0,476487.0,278454.0,399891.0,121437.0
519,2012-01-25,CL,,,,,,
520,2012-01-26,CL,,,,,,
521,2012-01-27,CL,,,,,,
522,2012-01-30,CL,,,,,,
523,2012-01-31,CL,-85461.0,413371.0,498832.0,274948.0,397576.0,122628.0
524,2012-02-01,CL,,,,,,
525,2012-02-02,CL,,,,,,
526,2012-02-03,CL,,,,,,
527,2012-02-06,CL,,,,,,
528,2012-02-07,CL,-96476.0,474377.0,570853.0,288740.0,395448.0,106708.0
529,2012-02-08,CL,,,,,,
530,2012-02-09,CL,,,,,,
531,2012-02-10,CL,,,,,,
532,2012-02-13,CL,,,,,,
533,2012-02-14,CL,-93110.0,464611.0,557721.0,310722.0,423066.0,112344.0
534,2012-02-15,CL,,,,,,
535,2012-02-16,CL,,,,,,
536,2012-02-17,CL,,,,,,
537,2012-02-21,CL,-89242.0,419972.0,509214.0,331053.0,446458.0,115405.0
538,2012-02-22,CL,,,,,,
539,2012-02-23,CL,,,,,,
540,2012-02-24,CL,,,,,,
541,2012-02-27,CL,,,,,,
542,2012-02-28,CL,-89464.0,467939.0,557403.0,359864.0,460585.0,100721.0
543,2012-02-29,CL,,,,,,
544,2012-03-01,CL,,,,,,
545,2012-03-02,CL,,,,,,
546,2012-03-05,CL,,,,,,
547,2012-03-06,CL,-79023.0,494265.0,573288.0,341668.0,462383.0,120715.0
548,2012-03-07,CL,,,,,,
549,2012-03-08,CL,,,,,,
550,2012-03-09,CL,,,,,,
551,2012-03-12,CL,,,,,,
552,2012-03-13,CL,-77503.0,496878.0,574381.0,346342.0,478850.0,132508.0
553,2012-03-14,CL,,,,,,
554,2012-03-15,CL,,,,,,
555,2012-03-16,CL,,,,,,
556,2012-03-19,CL,,,,,,
557,2012-03-20,CL,-74868.0,490165.0,565033.0,332394.0,467053.0,134659.0
558,2012-03-21,CL,,,,,,
559,2012-03-22,CL,,,,,,
560,2012-03-23,CL,,,,,,
561,2012-03-26,CL,,,,,,
562,2012-03-27,CL,-81687.0,508738.0,590425.0,324538.0,458763.0,134225.0
563,2012-03-28,CL,,,,,,
564,2012-03-29,CL,,,,,,
565,2012-03-30,CL,,,,,,
566,2012-04-02,CL,,,,,,
567,2012-04-03,CL,-65061.0,523752.0,588813.0,296442.0,432650.0,136208.0
568,2012-04-04,CL,,,,,,
569,2012-04-05,CL,,,,,,
570,2012-04-09,CL,,,,,,
571,2012-04-10,CL,-55581.0,536119.0,591700.0,274472.0,422694.0,148222.0
572,2012-04-11,CL,,,,,,
573,2012-04-12,CL,,,,,,
574,2012-04-13,CL,,,,,,
575,2012-04-16,CL,,,,,,
576,2012-04-17,CL,-36083.0,533570.0,569653.0,282235.0,426392.0,144157.0
577,2012-04-18,CL,,,,,,
578,2012-04-19,CL,,,,,,
579,2012-04-20,CL,,,,,,
580,2012-04-23,CL,,,,,,
581,2012-04-24,CL,-39364.0,510360.0,549724.0,286011.0,422165.0,136154.0
582,2012-04-25,CL,,,,,,
583,2012-04-26,CL,,,,,,
584,2012-04-27,CL,,,,,,
585,2012-04-30,CL,,,,,,
586,2012-05-01,CL,-48733.0,521807.0,570540.0,308865.0,443255.0,134390.0
587,2012-05-02,CL,,,,,,
588,2012-05-03,CL,,,,,,
589,2012-05-04,CL,,,,,,
590,2012-05-07,CL,,,,,,
591,2012-05-08,CL,-24630.0,539819.0,564449.0,245696.0,404671.0,158975.0
592,2012-05-09,CL,,,,,,
593,2012-05-10,CL,,,,,,
594,2012-05-11,CL,,,,,,
595,2012-05-14,CL,,,,,,
596,2012-05-15,CL,-23649.0,529403.0,553052.0,236069.0,397715.0,161646.0
597,2012-05-16,CL,,,,,,
598,2012-05-17,CL,,,,,,
599,2012-05-18,CL,,,,,,
