,tradeDate,Name,Commercial_NetPosition,CommercialLongPosition,CommercialShortPosition,ManagedMoney_NetPosition,ManagedMoney_LongPosition,ManagedMoney_ShortPosition
1918,2017-08-09,CL,,,,,,
1919,2017-08-10,CL,,,,,,
1920,2017-08-11,CL,,,,,,
1921,2017-08-14,CL,,,,,,
1922,2017-08-15,CL,-104965.0,731544.0,836509.0,524313.0,752704.0,228391.0
1923,2017-08-16,CL,,,,,,
1924,2017-08-17,CL,,,,,,
1925,2017-08-18,CL,,,,,,
1926,2017-08-21,CL,,,,,,
1927,2017-08-22,CL,-105718.0,697573.0,803291.0,507341.0,737015.0,229674.0
1928,2017-08-23,CL,,,,,,
1929,2017-08-24,CL,,,,,,
1930,2017-08-25,CL,,,,,,
1931,2017-08-28,CL,,,,,,
1932,2017-08-29,CL,-59445.0,721343.0,780788.0,424214.0,723951.0,299737.0
1933,2017-08-30,CL,,,,,,
1934,2017-08-31,CL,,,,,,
1935,2017-09-01,CL,,,,,,
1936,2017-09-05,CL,-45808.0,768735.0,814543.0,442145.0,742281.0,300136.0
1937,2017-09-06,CL,,,,,,
1938,2017-09-07,CL,,,,,,
1939,2017-09-08,CL,,,,,,
1940,2017-09-11,CL,,,,,,
1941,2017-09-12,CL,-18931.0,812650.0,831581.0,443184.0,737051.0,293867.0
1942,2017-09-13,CL,,,,,,
1943,2017-09-14,CL,,,,,,
1944,2017-09-15,CL,,,,,,
1945,2017-09-18,CL,,,,,,
1946,2017-09-19,CL,-20060.0,819679.0,839739.0,484332.0,764045.0,279713.0
1947,2017-09-20,CL,,,,,,
1948,2017-09-21,CL,,,,,,
1949,2017-09-22,CL,,,,,,
1950,2017-09-25,CL,,,,,,
1951,2017-09-26,CL,-29812.0,800443.0,830255.0,536349.0,791833.0,255484.0
1952,2017-09-27,CL,,,,,,
1953,2017-09-28,CL,,,,,,
1954,2017-09-29,CL,,,,,,
1955,2017-10-02,CL,,,,,,
1956,2017-10-03,CL,-27399.0,832932.0,860331.0,538769.0,783770.0,245001.0
1957,2017-10-04,CL,,,,,,
1958,2017-10-05,CL,,,,,,
1959,2017-10-06,CL,,,,,,
1960,2017-10-09,CL,,,,,,
1961,2017-10-10,CL,-26867.0,801683.0,828550.0,521633.0,796452.0,274819.0
1962,2017-10-11,CL,,,,,,
1963,2017-10-12,CL,,,,,,
1964,2017-10-13,CL,,,,,,
1965,2017-10-16,CL,,,,,,
1966,2017-10-17,CL,-12061.0,769483.0,781544.0,514586.0,807346.0,292760.0
1967,2017-10-18,CL,,,,,,
1968,2017-10-19,CL,,,,,,
1969,2017-10-20,CL,,,,,,
1970,2017-10-23,CL,,,,,,
1971,2017-10-24,CL,-16968.0,747835.0,764803.0,537159.0,821205.0,284046.0
1972,2017-10-25,CL,,,,,,
1973,2017-10-26,CL,,,,,,
1974,2017-10-27,CL,,,,,,
1975,2017-10-30,CL,,,,,,
1976,2017-10-31,CL,-16923.0,816551.0,833474.0,601459.0,849708.0,248249.0
1977,2017-11-01,CL,,,,,,
1978,2017-11-02,CL,,,,,,
1979,2017-11-03,CL,,,,,,
1980,2017-11-06,CL,,,,,,
1981,2017-11-07,CL,2871.0,873459.0,870588.0,640053.0,866159.0,226106.0
1982,2017-11-08,CL,,,,,,
1983,2017-11-09,CL,,,,,,
1984,2017-11-10,CL,,,,,,
1985,2017-11-13,CL,,,,,,
1986,2017-11-14,CL,-9181.0,782878.0,792059.0,666566.0,864794.0,198228.0
1987,2017-11-15,CL,,,,,,
1988,2017-11-16,CL,,,,,,
1989,2017-11-17,CL,,,,,,
1990,2017-11-20,CL,,,,,,
1991,2017-11-21,CL,9926.0,721401.0,711475.0,664961.0,856858.0,191897.0
1992,2017-11-22,CL,,,,,,
1993,2017-11-24,CL,,,,,,
1994,2017-11-27,CL,,,,,,
1995,2017-11-28,CL,2423.0,708064.0,705641.0,701467.0,869197.0,167730.0
1996,2017-11-29,CL,,,,,,
1997,2017-11-30,CL,,,,,,
1998,2017-12-01,CL,,,,,,
1999,2017-12-04,CL,,,,,,
2000,2017-12-05,CL,9876.0,763966.0,754090.0,699689.0,869396.0,169707.0
2001,2017-12-06,CL,,,,,,
2002,2017-12-07,CL,,,,,,
2003,2017-12-08,CL,,,,,,
2004,2017-12-11,CL,,,,,,
2005,2017-12-12,CL,12640.0,780909.0,768269.0,695887.0,859508.0,163621.0
2006,2017-12-13,CL,,,,,,
2007,2017-12-14,CL,,,,,,
2008,2017-12-15,CL,,,,,,
2009,2017-12-18,CL,,,,,,
2010,2017-12-19,CL,24835.0,742800.0,717965.0,692133.0,854747.0,162614.0
2011,2017-12-20,CL,,,,,,
2012,2017-12-21,CL,,,,,,
2013,2017-12-22,CL,,,,,,
2014,2017-12-26,CL,35771.0,751078.0,715307.0,723764.0,877769.0,154005.0
2015,2017-12-27,CL,,,,,,
2016,2017-12-28,CL,,,,,,
2017,2017-12-29,CL,,,,,,
2018,2018-01-02,CL,37678.0,762710.0,725032.0,726610.0,876177.0,149567.0
2019,2018-01-03,CL,,,,,,
2020,2018-01-04,CL,,,,,,
2021,2018-01-05,CL,,,,,,
2022,2018-01-08,CL,,,,,,
2023,2018-01-09,CL,33803.0,790807.0,757004.0,792323.0,934768.0,142445.0
2024,2018-01-10,CL,,,,,,
2025,2018-01-11,CL,,,,,,
2026,2018-01-12,CL,,,,,,
2027,2018-01-16,CL,27933.0,790652.0,762719.0,843094.0,978151.0,135057.0
2028,2018-01-17,CL,,,,,,
2029,2018-01-18,CL,,,,,,
2030,2018-01-19,CL,,,,,,
2031,2018-01-22,CL,,,,,,
2032,2018-01-23,CL,41180.0,765989.0,724809.0,846434.0,980694.0,134260.0
2033,2018-01-24,CL,,,,,,
2034,2018-01-25,CL,,,,,,
2035,2018-01-26,CL,,,,,,
2036,2018-01-29,CL,,,,,,
2037,2018-01-30,CL,41379.0,763742.0,722363.0,848584.0,984796.0,136212.0
2038,2018-01-31,CL,,,,,,
2039,2018-02-01,CL,,,,,,
2040,2018-02-02,CL,,,,,,
2041,2018-02-05,CL,,,,,,
2042,2018-02-06,CL,47075.0,763163.0,716088.0,838710.0,967630.0,128920.0
2043,2018-02-07,CL,,,,,,
2044,2018-02-08,CL,,,,,,
2045,2018-02-09,CL,,,,,,
2046,2018-02-12,CL,,,,,,
2047,2018-02-13,CL,35037.0,739166.0,704129.0,810541.0,942755.0,132214.0
2048,2018-02-14,CL,,,,,,
2049,2018-02-15,CL,,,,,,
2050,2018-02-16,CL,,,,,,
2051,2018-02-20,CL,18298.0,694889.0,676591.0,823974.0,933207.0,109233.0
2052,2018-02-21,CL,,,,,,
2053,2018-02-22,CL,,,,,,
2054,2018-02-23,CL,,,,,,
2055,2018-02-26,CL,,,,,,
2056,2018-02-27,CL,9716.0,708778.0,699062.0,841151.0,954410.0,113259.0
2057,2018-02-28,CL,,,,,,
2058,2018-03-01,CL,,,,,,
2059,2018-03-02,CL,,,,,,
2060,2018-03-05,CL,,,,,,
2061,2018-03-06,CL,-6133.0,731600.0,737733.0,826192.0,943135.0,116943.0
2062,2018-03-07,CL,,,,,,
2063,2018-03-08,CL,,,,,,
2064,2018-03-09,CL,,,,,,
2065,2018-03-12,CL,,,,,,
2066,2018-03-13,CL,-8058.0,750381.0,758439.0,809084.0,934261.0,125177.0
2067,2018-03-14,CL,,,,,,
2068,2018-03-15,CL,,,,,,
2069,2018-03-16,CL,,,,,,
2070,2018-03-19,CL,,,,,,
2071,2018-03-20,CL,-8094.0,744438.0,752532.0,834332.0,951466.0,117134.0
2072,2018-03-21,CL,,,,,,
2073,2018-03-22,CL,,,,,,
2074,2018-03-23,CL,,,,,,
2075,2018-03-26,CL,,,,,,
2076,2018-03-27,CL,40968.0,831356.0,790388.0,821735.0,961624.0,139889.0
2077,2018-03-28,CL,,,,,,
2078,2018-03-29,CL,,,,,,
2079,2018-04-02,CL,,,,,,
2080,2018-04-03,CL,65407.0,873948.0,808541.0,779839.0,926611.0,146772.0
2081,2018-04-04,CL,,,,,,
2082,2018-04-05,CL,,,,,,
2083,2018-04-06,CL,,,,,,
2084,2018-04-09,CL,,,,,,
2085,2018-04-10,CL,68801.0,869990.0,801189.0,783175.0,924782.0,141607.0
2086,2018-04-11,CL,,,,,,
2087,2018-04-12,CL,,,,,,
2088,2018-04-13,CL,,,,,,
2089,2018-04-16,CL,,,,,,
2090,2018-04-17,CL,79817.0,912787.0,832970.0,812990.0,949645.0,136655.0
2091,2018-04-18,CL,,,,,,
2092,2018-04-19,CL,,,,,,
2093,2018-04-20,CL,,,,,,
2094,2018-04-23,CL,,,,,,
2095,2018-04-24,CL,106766.0,920422.0,813656.0,800805.0,941759.0,140954.0
2096,2018-04-25,CL,,,,,,
2097,2018-04-26,CL,,,,,,
2098,2018-04-27,CL,,,,,,
2099,2018-04-30,CL,,,,,,
2100,2018-05-01,CL,109549.0,968955.0,859406.0,788002.0,926817.0,138815.0
2101,2018-05-02,CL,,,,,,
2102,2018-05-03,CL,,,,,,
2103,2018-05-04,CL,,,,,,
2104,2018-05-07,CL,,,,,,
2105,2018-05-08,CL,132590.0,1008430.0,875840.0,777057.0,920426.0,143369.0
2106,2018-05-09,CL,,,,,,
2107,2018-05-10,CL,,,,,,
2108,2018-05-11,CL,,,,,,
2109,2018-05-14,CL,,,,,,
2110,2018-05-15,CL,141477.0,1001462.0,859985.0,755010.0,903007.0,147997.0
2111,2018-05-16,CL,,,,,,
2112,2018-05-17,CL,,,,,,
2113,2018-05-18,CL,,,,,,
2114,2018-05-21,CL,,,,,,
2115,2018-05-22,CL,118645.0,910798.0,792153.0,764580.0,905239.0,140659.0
2116,2018-05-23,CL,,,,,,
2117,2018-05-24,CL,,,,,,
2118,2018-05-25,CL,,,,,,
2119,2018-05-29,CL,121004.0,891490.0,770486.0,726141.0,876451.0,150310.0
2120,2018-05-30,CL,,,,,,
2121,2018-05-31,CL,,,,,,
2122,2018-06-01,CL,,,,,,
2123,2018-06-04,CL,,,,,,
2124,2018-06-05,CL,90168.0,872005.0,781837.0,716532.0,855945.0,139413.0
2125,2018-06-06,CL,,,,,,
2126,2018-06-07,CL,,,,,,
2127,2018-06-08,CL,,,,,,
2128,2018-06-11,CL,,,,,,
2129,2018-06-12,CL,92697.0,887236.0,794539.0,706031.0,851454.0,145423.0
2130,2018-06-13,CL,,,,,,
2131,2018-06-14,CL,,,,,,
2132,2018-06-15,CL,,,,,,
2133,2018-06-18,CL,,,,,,
2134,2018-06-19,CL,108803.0,832445.0,723642.0,676023.0,814652.0,138629.0
2135,2018-06-20,CL,,,,,,
2136,2018-06-21,CL,,,,,,
2137,2018-06-22,CL,,,,,,
2138,2018-06-25,CL,,,,,,
2139,2018-06-26,CL,98648.0,830408.0,731760.0,717917.0,838053.0,120136.0
2140,2018-06-27,CL,,,,,,
2141,2018-06-28,CL,,,,,,
2142,2018-06-29,CL,,,,,,
2143,2018-07-02,CL,,,,,,
2144,2018-07-03,CL,91670.0,829706.0,738036.0,744092.0,867054.0,122962.0
2145,2018-07-05,CL,,,,,,
2146,2018-07-06,CL,,,,,,
2147,2018-07-09,CL,,,,,,
2148,2018-07-10,CL,88408.0,861716.0,773308.0,740635.0,860905.0,120270.0
2149,2018-07-11,CL,,,,,,
2150,2018-07-12,CL,,,,,,
2151,2018-07-13,CL,,,,,,
2152,2018-07-16,CL,,,,,,
2153,2018-07-17,CL,65014.0,824075.0,759061.0,724435.0,821933.0,97498.0
2154,2018-07-18,CL,,,,,,
2155,2018-07-19,CL,,,,,,
2156,2018-07-20,CL,,,,,,
2157,2018-07-23,CL,,,,,,
2158,2018-07-24,CL,92693.0,812068.0,719375.0,694008.0,793099.0,99091.0
2159,2018-07-25,CL,,,,,,
2160,2018-07-26,CL,,,,,,
2161,2018-07-27,CL,,,,,,
2162,2018-07-30,CL,,,,,,
2163,2018-07-31,CL,110738.0,838978.0,728240.0,686990.0,788196.0,101206.0
2164,2018-08-01,CL,,,,,,
2165,2018-08-02,CL,,,,,,
2166,2018-08-03,CL,,,,,,
2167,2018-08-06,CL,,,,,,
2168,2018-08-07,CL,105303.0,850516.0,745213.0,684267.0,782694.0,98427.0
2169,2018-08-08,CL,,,,,,
2170,2018-08-09,CL,,,,,,
2171,2018-08-10,CL,,,,,,
2172,2018-08-13,CL,,,,,,
2173,2018-08-14,CL,108064.0,836825.0,728761.0,654892.0,749692.0,94800.0
2174,2018-08-15,CL,,,,,,
2175,2018-08-16,CL,,,,,,
2176,2018-08-17,CL,,,,,,
2177,2018-08-20,CL,,,,,,
2178,2018-08-21,CL,104548.0,777034.0,672486.0,630705.0,741989.0,111284.0
2179,2018-08-22,CL,,,,,,
2180,2018-08-23,CL,,,,,,
2181,2018-08-24,CL,,,,,,
2182,2018-08-27,CL,,,,,,
2183,2018-08-28,CL,97042.0,789258.0,692216.0,649337.0,749868.0,100531.0
2184,2018-08-29,CL,,,,,,
2185,2018-08-30,CL,,,,,,
2186,2018-08-31,CL,,,,,,
2187,2018-09-04,CL,92556.0,812503.0,719947.0,661348.0,763356.0,102008.0
2188,2018-09-05,CL,,,,,,
2189,2018-09-06,CL,,,,,,
2190,2018-09-07,CL,,,,,,
2191,2018-09-10,CL,,,,,,
2192,2018-09-11,CL,87766.0,814279.0,726513.0,640225.0,746171.0,105946.0
2193,2018-09-12,CL,,,,,,
2194,2018-09-13,CL,,,,,,
2195,2018-09-14,CL,,,,,,
2196,2018-09-17,CL,,,,,,
2197,2018-09-18,CL,89875.0,801324.0,711449.0,623633.0,730232.0,106599.0
2198,2018-09-19,CL,,,,,,
2199,2018-09-20,CL,,,,,,
2200,2018-09-21,CL,,,,,,
2201,2018-09-24,CL,,,,,,
2202,2018-09-25,CL,92038.0,780299.0,688261.0,629907.0,731302.0,101395.0
2203,2018-09-26,CL,,,,,,
2204,2018-09-27,CL,,,,,,
2205,2018-09-28,CL,,,,,,
2206,2018-10-01,CL,,,,,,
2207,2018-10-02,CL,123322.0,817351.0,694029.0,617555.0,741258.0,123703.0
2208,2018-10-03,CL,,,,,,
2209,2018-10-04,CL,,,,,,
2210,2018-10-05,CL,,,,,,
2211,2018-10-08,CL,,,,,,
2212,2018-10-09,CL,148254.0,840222.0,691968.0,589433.0,715962.0,126529.0
2213,2018-10-10,CL,,,,,,
2214,2018-10-11,CL,,,,,,
2215,2018-10-12,CL,,,,,,
2216,2018-10-15,CL,,,,,,
2217,2018-10-16,CL,139730.0,832618.0,692888.0,561736.0,700304.0,138568.0
2218,2018-10-17,CL,,,,,,
2219,2018-10-18,CL,,,,,,
2220,2018-10-19,CL,,,,,,
2221,2018-10-22,CL,,,,,,
2222,2018-10-23,CL,123524.0,785454.0,661930.0,544157.0,686509.0,142352.0
2223,2018-10-24,CL,,,,,,
2224,2018-10-25,CL,,,,,,
2225,2018-10-26,CL,,,,,,
2226,2018-10-29,CL,,,,,,
2227,2018-10-30,CL,129298.0,812168.0,682870.0,540325.0,678311.0,137986.0
2228,2018-10-31,CL,,,,,,
2229,2018-11-01,CL,,,,,,
2230,2018-11-02,CL,,,,,,
2231,2018-11-05,CL,,,,,,
2232,2018-11-06,CL,123295.0,820607.0,697312.0,509346.0,657006.0,147660.0
2233,2018-11-07,CL,,,,,,
2234,2018-11-08,CL,,,,,,
2235,2018-11-09,CL,,,,,,
2236,2018-11-12,CL,,,,,,
2237,2018-11-13,CL,99312.0,851991.0,752679.0,519734.0,671870.0,152136.0
2238,2018-11-14,CL,,,,,,
2239,2018-11-15,CL,,,,,,
2240,2018-11-16,CL,,,,,,
2241,2018-11-19,CL,,,,,,
2242,2018-11-20,CL,82715.0,794057.0,711342.0,506038.0,651457.0,145419.0
2243,2018-11-21,CL,,,,,,
2244,2018-11-23,CL,,,,,,
2245,2018-11-26,CL,,,,,,
2246,2018-11-27,CL,72495.0,809152.0,736657.0,508630.0,650321.0,141691.0
2247,2018-11-28,CL,,,,,,
2248,2018-11-29,CL,,,,,,
2249,2018-11-30,CL,,,,,,
2250,2018-12-03,CL,,,,,,
2251,2018-12-04,CL,72754.0,824677.0,751923.0,482711.0,632040.0,149329.0
2252,2018-12-05,CL,,,,,,
2253,2018-12-06,CL,,,,,,
2254,2018-12-07,CL,,,,,,
2255,2018-12-10,CL,,,,,,
2256,2018-12-11,CL,69094.0,814071.0,744977.0,478371.0,641948.0,163577.0
2257,2018-12-12,CL,,,,,,
2258,2018-12-13,CL,,,,,,
2259,2018-12-14,CL,,,,,,
2260,2018-12-17,CL,,,,,,
2261,2018-12-18,CL,60317.0,806564.0,746247.0,477520.0,666580.0,189060.0
2262,2018-12-19,CL,,,,,,
2263,2018-12-20,CL,,,,,,
2264,2018-12-21,CL,,,,,,
2265,2018-12-24,CL,,,,,,
2266,2018-12-25,CL,39734.0,792592.0,752858.0,501633.0,688668.0,187035.0
2267,2018-12-26,CL,,,,,,
2268,2018-12-27,CL,,,,,,
2269,2018-12-28,CL,,,,,,
2270,2018-12-31,CL,,,,,,
2271,2019-01-01,CL,36015.0,794745.0,758730.0,484224.0,672940.0,188716.0
2272,2019-01-02,CL,,,,,,
2273,2019-01-03,CL,,,,,,
2274,2019-01-04,CL,,,,,,
2275,2019-01-07,CL,,,,,,
2276,2019-01-08,CL,43633.0,808643.0,765010.0,440367.0,653183.0,212816.0
2277,2019-01-09,CL,,,,,,
2278,2019-01-10,CL,,,,,,
2279,2019-01-11,CL,,,,,,
2280,2019-01-14,CL,,,,,,
2281,2019-01-15,CL,10457.0,797281.0,786824.0,467630.0,648431.0,180801.0
2282,2019-01-16,CL,,,,,,
2283,2019-01-17,CL,,,,,,
2284,2019-01-18,CL,,,,,,
2285,2019-01-22,CL,1087.0,792033.0,790946.0,479700.0,643910.0,164210.0
2286,2019-01-23,CL,,,,,,
2287,2019-01-24,CL,,,,,,
2288,2019-01-25,CL,,,,,,
2289,2019-01-28,CL,,,,,,
2290,2019-01-29,CL,-29610.0,777162.0,806772.0,493158.0,645160.0,152002.0
2291,2019-01-30,CL,,,,,,
2292,2019-01-31,CL,,,,,,
2293,2019-02-01,CL,,,,,,
2294,2019-02-04,CL,,,,,,
2295,2019-02-05,CL,-23034.0,777228.0,800262.0,482878.0,640142.0,157264.0
2296,2019-02-06,CL,,,,,,
2297,2019-02-07,CL,,,,,,
2298,2019-02-08,CL,,,,,,
2299,2019-02-11,CL,,,,,,
2300,2019-02-12,CL,-20378.0,831969.0,852347.0,468310.0,637697.0,169387.0
2301,2019-02-13,CL,,,,,,
2302,2019-02-14,CL,,,,,,
2303,2019-02-15,CL,,,,,,
2304,2019-02-19,CL,16326.0,831067.0,814741.0,453961.0,614412.0,160451.0
2305,2019-02-20,CL,,,,,,
2306,2019-02-21,CL,,,,,,
2307,2019-02-22,CL,,,,,,
2308,2019-02-25,CL,,,,,,
2309,2019-02-26,CL,19965.0,837389.0,817424.0,472167.0,609219.0,137052.0
2310,2019-02-27,CL,,,,,,
2311,2019-02-28,CL,,,,,,
2312,2019-03-01,CL,,,,,,
2313,2019-03-04,CL,,,,,,
2314,2019-03-05,CL,5521.0,830631.0,825110.0,491531.0,622424.0,130893.0
2315,2019-03-06,CL,,,,,,
2316,2019-03-07,CL,,,,,,
2317,2019-03-08,CL,,,,,,
2318,2019-03-11,CL,,,,,,
2319,2019-03-12,CL,-1162.0,796044.0,797206.0,502410.0,625905.0,123495.0
2320,2019-03-13,CL,,,,,,
2321,2019-03-14,CL,,,,,,
2322,2019-03-15,CL,,,,,,
2323,2019-03-18,CL,,,,,,
2324,2019-03-19,CL,-18264.0,769191.0,787455.0,557376.0,669642.0,112266.0
2325,2019-03-20,CL,,,,,,
2326,2019-03-21,CL,,,,,,
2327,2019-03-22,CL,,,,,,
2328,2019-03-25,CL,,,,,,
2329,2019-03-26,CL,-20238.0,746274.0,766512.0,582503.0,690654.0,108151.0
2330,2019-03-27,CL,,,,,,
2331,2019-03-28,CL,,,,,,
2332,2019-03-29,CL,,,,,,
2333,2019-04-01,CL,,,,,,
2334,2019-04-02,CL,326.0,782227.0,781901.0,584423.0,701713.0,117290.0
2335,2019-04-03,CL,,,,,,
2336,2019-04-04,CL,,,,,,
2337,2019-04-05,CL,,,,,,
2338,2019-04-08,CL,,,,,,
2339,2019-04-09,CL,-3075.0,832252.0,835327.0,626446.0,739808.0,113362.0
2340,2019-04-10,CL,,,,,,
2341,2019-04-11,CL,,,,,,
2342,2019-04-12,CL,,,,,,
2343,2019-04-15,CL,,,,,,
2344,2019-04-16,CL,-9649.0,817718.0,827367.0,657531.0,766631.0,109100.0
2345,2019-04-17,CL,,,,,,
2346,2019-04-18,CL,,,,,,
2347,2019-04-22,CL,,,,,,
2348,2019-04-23,CL,-572.0,832320.0,832892.0,694264.0,794504.0,100240.0
2349,2019-04-24,CL,,,,,,
2350,2019-04-25,CL,,,,,,
2351,2019-04-26,CL,,,,,,
2352,2019-04-29,CL,,,,,,
2353,2019-04-30,CL,11948.0,814340.0,802392.0,672410.0,797745.0,125335.0
2354,2019-05-01,CL,,,,,,
2355,2019-05-02,CL,,,,,,
2356,2019-05-03,CL,,,,,,
2357,2019-05-06,CL,,,,,,
2358,2019-05-07,CL,23064.0,802260.0,779196.0,654610.0,789098.0,134488.0
2359,2019-05-08,CL,,,,,,
2360,2019-05-09,CL,,,,,,
2361,2019-05-10,CL,,,,,,
2362,2019-05-13,CL,,,,,,
2363,2019-05-14,CL,38528.0,837641.0,799113.0,647560.0,789582.0,142022.0
2364,2019-05-15,CL,,,,,,
2365,2019-05-16,CL,,,,,,
2366,2019-05-17,CL,,,,,,
2367,2019-05-20,CL,,,,,,
2368,2019-05-21,CL,38030.0,763741.0,725711.0,634506.0,778376.0,143870.0
2369,2019-05-22,CL,,,,,,
2370,2019-05-23,CL,,,,,,
2371,2019-05-24,CL,,,,,,
2372,2019-05-28,CL,62153.0,763535.0,701382.0,595670.0,754357.0,158687.0
2373,2019-05-29,CL,,,,,,
2374,2019-05-30,CL,,,,,,
2375,2019-05-31,CL,,,,,,
2376,2019-06-03,CL,,,,,,
2377,2019-06-04,CL,50487.0,767900.0,717413.0,607618.0,743599.0,135981.0
2378,2019-06-05,CL,,,,,,
2379,2019-06-06,CL,,,,,,
2380,2019-06-07,CL,,,,,,
2381,2019-06-10,CL,,,,,,
2382,2019-06-11,CL,69434.0,812771.0,743337.0,555463.0,715191.0,159728.0
2383,2019-06-12,CL,,,,,,
2384,2019-06-13,CL,,,,,,
2385,2019-06-14,CL,,,,,,
2386,2019-06-17,CL,,,,,,
2387,2019-06-18,CL,54779.0,784205.0,729426.0,570427.0,715928.0,145501.0
2388,2019-06-19,CL,,,,,,
2389,2019-06-20,CL,,,,,,
2390,2019-06-21,CL,,,,,,
2391,2019-06-24,CL,,,,,,
2392,2019-06-25,CL,49565.0,790918.0,741353.0,590120.0,709368.0,119248.0
2393,2019-06-26,CL,,,,,,
2394,2019-06-27,CL,,,,,,
2395,2019-06-28,CL,,,,,,
2396,2019-07-01,CL,,,,,,
2397,2019-07-02,CL,54872.0,787424.0,732552.0,605433.0,716313.0,110880.0
2398,2019-07-03,CL,,,,,,
2399,2019-07-05,CL,,,,,,
2400,2019-07-08,CL,,,,,,
2401,2019-07-09,CL,61178.0,775773.0,714595.0,595429.0,704629.0,109200.0
2402,2019-07-10,CL,,,,,,
2403,2019-07-11,CL,,,,,,
2404,2019-07-12,CL,,,,,,
2405,2019-07-15,CL,,,,,,
2406,2019-07-16,CL,62802.0,784982.0,722180.0,622429.0,746109.0,123680.0
2407,2019-07-17,CL,,,,,,
2408,2019-07-18,CL,,,,,,
2409,2019-07-19,CL,,,,,,
2410,2019-07-22,CL,,,,,,
2411,2019-07-23,CL,81051.0,776961.0,695910.0,592987.0,745658.0,152671.0
2412,2019-07-24,CL,,,,,,
2413,2019-07-25,CL,,,,,,
2414,2019-07-26,CL,,,,,,
2415,2019-07-29,CL,,,,,,
2416,2019-07-30,CL,80909.0,787662.0,706753.0,578628.0,752261.0,173633.0
2417,2019-07-31,CL,,,,,,
2418,2019-08-01,CL,,,,,,
2419,2019-08-02,CL,,,,,,
2420,2019-08-05,CL,,,,,,
2421,2019-08-06,CL,94477.0,791696.0,697219.0,585074.0,755359.0,170285.0
2422,2019-08-07,CL,,,,,,
2423,2019-08-08,CL,,,,,,
2424,2019-08-09,CL,,,,,,
2425,2019-08-12,CL,,,,,,
2426,2019-08-13,CL,75083.0,731704.0,656621.0,596027.0,754984.0,158957.0
2427,2019-08-14,CL,,,,,,
2428,2019-08-15,CL,,,,,,
2429,2019-08-16,CL,,,,,,
2430,2019-08-19,CL,,,,,,
2431,2019-08-20,CL,45180.0,704410.0,659230.0,607061.0,718695.0,111634.0
2432,2019-08-21,CL,,,,,,
2433,2019-08-22,CL,,,,,,
2434,2019-08-23,CL,,,,,,
2435,2019-08-26,CL,,,,,,
2436,2019-08-27,CL,41830.0,714805.0,672975.0,587329.0,705124.0,117795.0
2437,2019-08-28,CL,,,,,,
2438,2019-08-29,CL,,,,,,
2439,2019-08-30,CL,,,,,,
2440,2019-09-03,CL,62129.0,753508.0,691379.0,577205.0,700634.0,123429.0
2441,2019-09-04,CL,,,,,,
2442,2019-09-05,CL,,,,,,
2443,2019-09-06,CL,,,,,,
2444,2019-09-09,CL,,,,,,
2445,2019-09-10,CL,63966.0,761872.0,697906.0,610167.0,718644.0,108477.0
2446,2019-09-11,CL,,,,,,
2447,2019-09-12,CL,,,,,,
2448,2019-09-13,CL,,,,,,
2449,2019-09-16,CL,,,,,,
2450,2019-09-17,CL,61376.0,771895.0,710519.0,627770.0,734657.0,106887.0
2451,2019-09-18,CL,,,,,,
2452,2019-09-19,CL,,,,,,
2453,2019-09-20,CL,,,,,,
2454,2019-09-23,CL,,,,,,
2455,2019-09-24,CL,56984.0,768735.0,711751.0,627138.0,732964.0,105826.0
2456,2019-09-25,CL,,,,,,
2457,2019-09-26,CL,,,,,,
2458,2019-09-27,CL,,,,,,
2459,2019-09-30,CL,,,,,,
2460,2019-10-01,CL,66982.0,783865.0,716883.0,588805.0,717545.0,128740.0
2461,2019-10-02,CL,,,,,,
2462,2019-10-03,CL,,,,,,
2463,2019-10-04,CL,,,,,,
2464,2019-10-07,CL,,,,,,
2465,2019-10-08,CL,58092.0,784049.0,725957.0,568311.0,723732.0,155421.0
2466,2019-10-09,CL,,,,,,
2467,2019-10-10,CL,,,,,,
2468,2019-10-11,CL,,,,,,
2469,2019-10-14,CL,,,,,,
2470,2019-10-15,CL,69072.0,796521.0,727449.0,553291.0,732221.0,178930.0
2471,2019-10-16,CL,,,,,,
2472,2019-10-17,CL,,,,,,
2473,2019-10-18,CL,,,,,,
2474,2019-10-21,CL,,,,,,
2475,2019-10-22,CL,76667.0,779510.0,702843.0,547438.0,734035.0,186597.0
2476,2019-10-23,CL,,,,,,
2477,2019-10-24,CL,,,,,,
2478,2019-10-25,CL,,,,,,
2479,2019-10-28,CL,,,,,,
2480,2019-10-29,CL,69767.0,772108.0,702341.0,562588.0,746425.0,183837.0
2481,2019-10-30,CL,,,,,,
2482,2019-10-31,CL,,,,,,
2483,2019-11-01,CL,,,,,,
2484,2019-11-04,CL,,,,,,
2485,2019-11-05,CL,69837.0,793201.0,723364.0,579451.0,754897.0,175446.0
2486,2019-11-06,CL,,,,,,
2487,2019-11-07,CL,,,,,,
2488,2019-11-08,CL,,,,,,
2489,2019-11-11,CL,,,,,,
2490,2019-11-12,CL,35528.0,788924.0,753396.0,620008.0,753070.0,133062.0
2491,2019-11-13,CL,,,,,,
2492,2019-11-14,CL,,,,,,
2493,2019-11-15,CL,,,,,,
2494,2019-11-18,CL,,,,,,
2495,2019-11-19,CL,35006.0,750278.0,715272.0,619250.0,753281.0,134031.0
2496,2019-11-20,CL,,,,,,
2497,2019-11-21,CL,,,,,,
